sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8	assembly	fasta_file
single-cells-mmp-03-84	single-cells-mmp-03-84	single-cell # 84 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 84 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-84-9_S78_L001_R1_001.fastq.gz	Mmp-84-9_S78_L001_R2_001.fastq.gz	Mmp-84-9_S78_L002_R1_001.fastq.gz	Mmp-84-9_S78_L002_R2_001.fastq.gz	Mmp-84-9_S78_L003_R1_001.fastq.gz	Mmp-84-9_S78_L003_R2_001.fastq.gz	Mmp-84-9_S78_L004_R1_001.fastq.gz	Mmp-84-9_S78_L004_R2_001.fastq.gz		
single-cells-mmp-03-85	single-cells-mmp-03-85	single-cell # 85 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 85 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-85-9_S79_L001_R1_001.fastq.gz	Mmp-85-9_S79_L001_R2_001.fastq.gz	Mmp-85-9_S79_L002_R1_001.fastq.gz	Mmp-85-9_S79_L002_R2_001.fastq.gz	Mmp-85-9_S79_L003_R1_001.fastq.gz	Mmp-85-9_S79_L003_R2_001.fastq.gz	Mmp-85-9_S79_L004_R1_001.fastq.gz	Mmp-85-9_S79_L004_R2_001.fastq.gz		
single-cells-mmp-03-86	single-cells-mmp-03-86	single-cell # 86 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 86 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-86-9_S80_L001_R1_001.fastq.gz	Mmp-86-9_S80_L001_R2_001.fastq.gz	Mmp-86-9_S80_L002_R1_001.fastq.gz	Mmp-86-9_S80_L002_R2_001.fastq.gz	Mmp-86-9_S80_L003_R1_001.fastq.gz	Mmp-86-9_S80_L003_R2_001.fastq.gz	Mmp-86-9_S80_L004_R1_001.fastq.gz	Mmp-86-9_S80_L004_R2_001.fastq.gz		
single-cells-mmp-03-87	single-cells-mmp-03-87	single-cell # 87 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 87 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-87-9_S81_L001_R1_001.fastq.gz	Mmp-87-9_S81_L001_R2_001.fastq.gz	Mmp-87-9_S81_L002_R1_001.fastq.gz	Mmp-87-9_S81_L002_R2_001.fastq.gz	Mmp-87-9_S81_L003_R1_001.fastq.gz	Mmp-87-9_S81_L003_R2_001.fastq.gz	Mmp-87-9_S81_L004_R1_001.fastq.gz	Mmp-87-9_S81_L004_R2_001.fastq.gz		
single-cells-mmp-03-88	single-cells-mmp-03-88	single-cell # 88 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 88 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-88-9_S82_L001_R1_001.fastq.gz	Mmp-88-9_S82_L001_R2_001.fastq.gz	Mmp-88-9_S82_L002_R1_001.fastq.gz	Mmp-88-9_S82_L002_R2_001.fastq.gz	Mmp-88-9_S82_L003_R1_001.fastq.gz	Mmp-88-9_S82_L003_R2_001.fastq.gz	Mmp-88-9_S82_L004_R1_001.fastq.gz	Mmp-88-9_S82_L004_R2_001.fastq.gz		
single-cells-mmp-03-89	single-cells-mmp-03-89	single-cell # 89 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 89 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-89-9_S83_L001_R1_001.fastq.gz	Mmp-89-9_S83_L001_R2_001.fastq.gz	Mmp-89-9_S83_L002_R1_001.fastq.gz	Mmp-89-9_S83_L002_R2_001.fastq.gz	Mmp-89-9_S83_L003_R1_001.fastq.gz	Mmp-89-9_S83_L003_R2_001.fastq.gz	Mmp-89-9_S83_L004_R1_001.fastq.gz	Mmp-89-9_S83_L004_R2_001.fastq.gz		
single-cells-mmp-03-9	single-cells-mmp-03-9	single-cell # 9 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 9 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-9-9_S9_L001_R1_001.fastq.gz	Mmp-9-9_S9_L001_R2_001.fastq.gz	Mmp-9-9_S9_L002_R1_001.fastq.gz	Mmp-9-9_S9_L002_R2_001.fastq.gz	Mmp-9-9_S9_L003_R1_001.fastq.gz	Mmp-9-9_S9_L003_R2_001.fastq.gz	Mmp-9-9_S9_L004_R1_001.fastq.gz	Mmp-9-9_S9_L004_R2_001.fastq.gz		
single-cells-mmp-03-90	single-cells-mmp-03-90	single-cell # 90 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 90 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-90-9_S84_L001_R1_001.fastq.gz	Mmp-90-9_S84_L001_R2_001.fastq.gz	Mmp-90-9_S84_L002_R1_001.fastq.gz	Mmp-90-9_S84_L002_R2_001.fastq.gz	Mmp-90-9_S84_L003_R1_001.fastq.gz	Mmp-90-9_S84_L003_R2_001.fastq.gz	Mmp-90-9_S84_L004_R1_001.fastq.gz	Mmp-90-9_S84_L004_R2_001.fastq.gz		
single-cells-mmp-03-91	single-cells-mmp-03-91	single-cell # 91 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 91 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-91-9_S85_L001_R1_001.fastq.gz	Mmp-91-9_S85_L001_R2_001.fastq.gz	Mmp-91-9_S85_L002_R1_001.fastq.gz	Mmp-91-9_S85_L002_R2_001.fastq.gz	Mmp-91-9_S85_L003_R1_001.fastq.gz	Mmp-91-9_S85_L003_R2_001.fastq.gz	Mmp-91-9_S85_L004_R1_001.fastq.gz	Mmp-91-9_S85_L004_R2_001.fastq.gz		
single-cells-mmp-03-92	single-cells-mmp-03-92	single-cell # 92 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 92 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-92-9_S86_L001_R1_001.fastq.gz	Mmp-92-9_S86_L001_R2_001.fastq.gz	Mmp-92-9_S86_L002_R1_001.fastq.gz	Mmp-92-9_S86_L002_R2_001.fastq.gz	Mmp-92-9_S86_L003_R1_001.fastq.gz	Mmp-92-9_S86_L003_R2_001.fastq.gz	Mmp-92-9_S86_L004_R1_001.fastq.gz	Mmp-92-9_S86_L004_R2_001.fastq.gz		
single-cells-mmp-03-95	single-cells-mmp-03-95	single-cell # 95 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 95 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-95-9_S87_L001_R1_001.fastq.gz	Mmp-95-9_S87_L001_R2_001.fastq.gz	Mmp-95-9_S87_L002_R1_001.fastq.gz	Mmp-95-9_S87_L002_R2_001.fastq.gz	Mmp-95-9_S87_L003_R1_001.fastq.gz	Mmp-95-9_S87_L003_R2_001.fastq.gz	Mmp-95-9_S87_L004_R1_001.fastq.gz	Mmp-95-9_S87_L004_R2_001.fastq.gz		
single-cells-mmp-03-96	single-cells-mmp-03-96	single-cell # 96 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 96 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-96-9_S88_L001_R1_001.fastq.gz	Mmp-96-9_S88_L001_R2_001.fastq.gz	Mmp-96-9_S88_L002_R1_001.fastq.gz	Mmp-96-9_S88_L002_R2_001.fastq.gz	Mmp-96-9_S88_L003_R1_001.fastq.gz	Mmp-96-9_S88_L003_R2_001.fastq.gz	Mmp-96-9_S88_L004_R1_001.fastq.gz	Mmp-96-9_S88_L004_R2_001.fastq.gz		
single-cells-mmp-09-1	single-cells-mmp-09-1	single-cell # 1 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 1 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-1-UA315209_S1_L001_R1_001.fastq.gz	Mmp-1-UA315209_S1_L001_R2_001.fastq.gz	Mmp-1-UA315209_S1_L002_R1_001.fastq.gz	Mmp-1-UA315209_S1_L002_R2_001.fastq.gz	Mmp-1-UA315209_S1_L003_R1_001.fastq.gz	Mmp-1-UA315209_S1_L003_R2_001.fastq.gz	Mmp-1-UA315209_S1_L004_R1_001.fastq.gz	Mmp-1-UA315209_S1_L004_R2_001.fastq.gz		
single-cells-mmp-09-10	single-cells-mmp-09-10	single-cell # 10 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 10 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-10-UA315209_S10_L001_R1_001.fastq.gz	Mmp-10-UA315209_S10_L001_R2_001.fastq.gz	Mmp-10-UA315209_S10_L002_R1_001.fastq.gz	Mmp-10-UA315209_S10_L002_R2_001.fastq.gz	Mmp-10-UA315209_S10_L003_R1_001.fastq.gz	Mmp-10-UA315209_S10_L003_R2_001.fastq.gz	Mmp-10-UA315209_S10_L004_R1_001.fastq.gz	Mmp-10-UA315209_S10_L004_R2_001.fastq.gz		
single-cells-mmp-09-13	single-cells-mmp-09-13	single-cell # 13 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 13 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-13-UA315209_S13_L001_R1_001.fastq.gz	Mmp-13-UA315209_S13_L001_R2_001.fastq.gz	Mmp-13-UA315209_S13_L002_R1_001.fastq.gz	Mmp-13-UA315209_S13_L002_R2_001.fastq.gz	Mmp-13-UA315209_S13_L003_R1_001.fastq.gz	Mmp-13-UA315209_S13_L003_R2_001.fastq.gz	Mmp-13-UA315209_S13_L004_R1_001.fastq.gz	Mmp-13-UA315209_S13_L004_R2_001.fastq.gz		
single-cells-mmp-09-14	single-cells-mmp-09-14	single-cell # 14 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 14 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-14-UA315209_S14_L001_R1_001.fastq.gz	Mmp-14-UA315209_S14_L001_R2_001.fastq.gz	Mmp-14-UA315209_S14_L002_R1_001.fastq.gz	Mmp-14-UA315209_S14_L002_R2_001.fastq.gz	Mmp-14-UA315209_S14_L003_R1_001.fastq.gz	Mmp-14-UA315209_S14_L003_R2_001.fastq.gz	Mmp-14-UA315209_S14_L004_R1_001.fastq.gz	Mmp-14-UA315209_S14_L004_R2_001.fastq.gz		
single-cells-mmp-09-15	single-cells-mmp-09-15	single-cell # 15 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 15 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-15-UA315209_S15_L001_R1_001.fastq.gz	Mmp-15-UA315209_S15_L001_R2_001.fastq.gz	Mmp-15-UA315209_S15_L002_R1_001.fastq.gz	Mmp-15-UA315209_S15_L002_R2_001.fastq.gz	Mmp-15-UA315209_S15_L003_R1_001.fastq.gz	Mmp-15-UA315209_S15_L003_R2_001.fastq.gz	Mmp-15-UA315209_S15_L004_R1_001.fastq.gz	Mmp-15-UA315209_S15_L004_R2_001.fastq.gz		
single-cells-mmp-09-16	single-cells-mmp-09-16	single-cell # 16 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 16 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-16-UA315209_S16_L001_R1_001.fastq.gz	Mmp-16-UA315209_S16_L001_R2_001.fastq.gz	Mmp-16-UA315209_S16_L002_R1_001.fastq.gz	Mmp-16-UA315209_S16_L002_R2_001.fastq.gz	Mmp-16-UA315209_S16_L003_R1_001.fastq.gz	Mmp-16-UA315209_S16_L003_R2_001.fastq.gz	Mmp-16-UA315209_S16_L004_R1_001.fastq.gz	Mmp-16-UA315209_S16_L004_R2_001.fastq.gz		
single-cells-mmp-09-17	single-cells-mmp-09-17	single-cell # 17 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 17 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-17-UA315209_S17_L001_R1_001.fastq.gz	Mmp-17-UA315209_S17_L001_R2_001.fastq.gz	Mmp-17-UA315209_S17_L002_R1_001.fastq.gz	Mmp-17-UA315209_S17_L002_R2_001.fastq.gz	Mmp-17-UA315209_S17_L003_R1_001.fastq.gz	Mmp-17-UA315209_S17_L003_R2_001.fastq.gz	Mmp-17-UA315209_S17_L004_R1_001.fastq.gz	Mmp-17-UA315209_S17_L004_R2_001.fastq.gz		
single-cells-mmp-09-18	single-cells-mmp-09-18	single-cell # 18 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 18 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-18-UA315209_S18_L001_R1_001.fastq.gz	Mmp-18-UA315209_S18_L001_R2_001.fastq.gz	Mmp-18-UA315209_S18_L002_R1_001.fastq.gz	Mmp-18-UA315209_S18_L002_R2_001.fastq.gz	Mmp-18-UA315209_S18_L003_R1_001.fastq.gz	Mmp-18-UA315209_S18_L003_R2_001.fastq.gz	Mmp-18-UA315209_S18_L004_R1_001.fastq.gz	Mmp-18-UA315209_S18_L004_R2_001.fastq.gz		
single-cells-mmp-09-19	single-cells-mmp-09-19	single-cell # 19 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 19 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-19-UA315209_S19_L001_R1_001.fastq.gz	Mmp-19-UA315209_S19_L001_R2_001.fastq.gz	Mmp-19-UA315209_S19_L002_R1_001.fastq.gz	Mmp-19-UA315209_S19_L002_R2_001.fastq.gz	Mmp-19-UA315209_S19_L003_R1_001.fastq.gz	Mmp-19-UA315209_S19_L003_R2_001.fastq.gz	Mmp-19-UA315209_S19_L004_R1_001.fastq.gz	Mmp-19-UA315209_S19_L004_R2_001.fastq.gz		
single-cells-mmp-09-2	single-cells-mmp-09-2	single-cell # 2 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 2 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-2-UA315209_S2_L001_R1_001.fastq.gz	Mmp-2-UA315209_S2_L001_R2_001.fastq.gz	Mmp-2-UA315209_S2_L002_R1_001.fastq.gz	Mmp-2-UA315209_S2_L002_R2_001.fastq.gz	Mmp-2-UA315209_S2_L003_R1_001.fastq.gz	Mmp-2-UA315209_S2_L003_R2_001.fastq.gz	Mmp-2-UA315209_S2_L004_R1_001.fastq.gz	Mmp-2-UA315209_S2_L004_R2_001.fastq.gz		
single-cells-mmp-09-20	single-cells-mmp-09-20	single-cell # 20 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 20 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-20-UA315209_S20_L001_R1_001.fastq.gz	Mmp-20-UA315209_S20_L001_R2_001.fastq.gz	Mmp-20-UA315209_S20_L002_R1_001.fastq.gz	Mmp-20-UA315209_S20_L002_R2_001.fastq.gz	Mmp-20-UA315209_S20_L003_R1_001.fastq.gz	Mmp-20-UA315209_S20_L003_R2_001.fastq.gz	Mmp-20-UA315209_S20_L004_R1_001.fastq.gz	Mmp-20-UA315209_S20_L004_R2_001.fastq.gz		
single-cells-mmp-09-21	single-cells-mmp-09-21	single-cell # 21 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 21 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-21-UA315209_S21_L001_R1_001.fastq.gz	Mmp-21-UA315209_S21_L001_R2_001.fastq.gz	Mmp-21-UA315209_S21_L002_R1_001.fastq.gz	Mmp-21-UA315209_S21_L002_R2_001.fastq.gz	Mmp-21-UA315209_S21_L003_R1_001.fastq.gz	Mmp-21-UA315209_S21_L003_R2_001.fastq.gz	Mmp-21-UA315209_S21_L004_R1_001.fastq.gz	Mmp-21-UA315209_S21_L004_R2_001.fastq.gz		
single-cells-mmp-09-22	single-cells-mmp-09-22	single-cell # 22 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 22 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-22-UA315209_S22_L001_R1_001.fastq.gz	Mmp-22-UA315209_S22_L001_R2_001.fastq.gz	Mmp-22-UA315209_S22_L002_R1_001.fastq.gz	Mmp-22-UA315209_S22_L002_R2_001.fastq.gz	Mmp-22-UA315209_S22_L003_R1_001.fastq.gz	Mmp-22-UA315209_S22_L003_R2_001.fastq.gz	Mmp-22-UA315209_S22_L004_R1_001.fastq.gz	Mmp-22-UA315209_S22_L004_R2_001.fastq.gz		
single-cells-mmp-09-25	single-cells-mmp-09-25	single-cell # 25 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 25 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-25-UA315209_S25_L001_R1_001.fastq.gz	Mmp-25-UA315209_S25_L001_R2_001.fastq.gz	Mmp-25-UA315209_S25_L002_R1_001.fastq.gz	Mmp-25-UA315209_S25_L002_R2_001.fastq.gz	Mmp-25-UA315209_S25_L003_R1_001.fastq.gz	Mmp-25-UA315209_S25_L003_R2_001.fastq.gz	Mmp-25-UA315209_S25_L004_R1_001.fastq.gz	Mmp-25-UA315209_S25_L004_R2_001.fastq.gz		
single-cells-mmp-09-26	single-cells-mmp-09-26	single-cell # 26 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 26 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-26-UA315209_S26_L001_R1_001.fastq.gz	Mmp-26-UA315209_S26_L001_R2_001.fastq.gz	Mmp-26-UA315209_S26_L002_R1_001.fastq.gz	Mmp-26-UA315209_S26_L002_R2_001.fastq.gz	Mmp-26-UA315209_S26_L003_R1_001.fastq.gz	Mmp-26-UA315209_S26_L003_R2_001.fastq.gz	Mmp-26-UA315209_S26_L004_R1_001.fastq.gz	Mmp-26-UA315209_S26_L004_R2_001.fastq.gz		
single-cells-mmp-09-27	single-cells-mmp-09-27	single-cell # 27 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 27 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-27-UA315209_S27_L001_R1_001.fastq.gz	Mmp-27-UA315209_S27_L001_R2_001.fastq.gz	Mmp-27-UA315209_S27_L002_R1_001.fastq.gz	Mmp-27-UA315209_S27_L002_R2_001.fastq.gz	Mmp-27-UA315209_S27_L003_R1_001.fastq.gz	Mmp-27-UA315209_S27_L003_R2_001.fastq.gz	Mmp-27-UA315209_S27_L004_R1_001.fastq.gz	Mmp-27-UA315209_S27_L004_R2_001.fastq.gz		
single-cells-mmp-09-28	single-cells-mmp-09-28	single-cell # 28 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 28 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-28-UA315209_S28_L001_R1_001.fastq.gz	Mmp-28-UA315209_S28_L001_R2_001.fastq.gz	Mmp-28-UA315209_S28_L002_R1_001.fastq.gz	Mmp-28-UA315209_S28_L002_R2_001.fastq.gz	Mmp-28-UA315209_S28_L003_R1_001.fastq.gz	Mmp-28-UA315209_S28_L003_R2_001.fastq.gz	Mmp-28-UA315209_S28_L004_R1_001.fastq.gz	Mmp-28-UA315209_S28_L004_R2_001.fastq.gz		
single-cells-mmp-09-29	single-cells-mmp-09-29	single-cell # 29 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 29 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-29-UA315209_S29_L001_R1_001.fastq.gz	Mmp-29-UA315209_S29_L001_R2_001.fastq.gz	Mmp-29-UA315209_S29_L002_R1_001.fastq.gz	Mmp-29-UA315209_S29_L002_R2_001.fastq.gz	Mmp-29-UA315209_S29_L003_R1_001.fastq.gz	Mmp-29-UA315209_S29_L003_R2_001.fastq.gz	Mmp-29-UA315209_S29_L004_R1_001.fastq.gz	Mmp-29-UA315209_S29_L004_R2_001.fastq.gz		
single-cells-mmp-09-3	single-cells-mmp-09-3	single-cell # 3 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 3 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-3-UA315209_S3_L001_R1_001.fastq.gz	Mmp-3-UA315209_S3_L001_R2_001.fastq.gz	Mmp-3-UA315209_S3_L002_R1_001.fastq.gz	Mmp-3-UA315209_S3_L002_R2_001.fastq.gz	Mmp-3-UA315209_S3_L003_R1_001.fastq.gz	Mmp-3-UA315209_S3_L003_R2_001.fastq.gz	Mmp-3-UA315209_S3_L004_R1_001.fastq.gz	Mmp-3-UA315209_S3_L004_R2_001.fastq.gz		
