# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1291237	1292640	+							MMP1305	1404		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1291237	1292640	+	CAF30861.1			conserved hypothetical protein			MMP1305	1404	467	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1292666	1293427	-							MMP1306	762		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1292666	1293427	-	CAF30862.1			conserved hypothetical protein			MMP1306	762	253	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1293490	1294632	-							MMP1307	1143		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1293490	1294632	-	CAF30863.1			methyltransferase related protein			MMP1307	1143	380	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1294684	1295331	-					tal		MMP1308	648		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1294684	1295331	-	CAF30864.1			Transaldolase	tal		MMP1308	648	215	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1295407	1296018	-							MMP1309	612		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1295407	1296018	-	CAF30865.1			conserved hypothetical archaeal protein			MMP1309	612	203	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1296054	1296659	-					purO		MMP1310	606		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1296054	1296659	-	CAF30866.1			IMP cyclohydrolase	purO		MMP1310	606	201	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1296689	1296847	-							MMP1311	159		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1296689	1296847	-	CAF30867.1			ferredoxin			MMP1311	159	52	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1296865	1297491	-							MMP1312	627		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1296865	1297491	-	CAF30868.1			conserved hypothetical protein			MMP1312	627	208	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1297500	1298474	-					fen-1		MMP1313	975		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1297500	1298474	-	CAF30869.1			flap endonuclease	fen-1		MMP1313	975	324	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1298511	1300796	-							MMP1314	2286		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1298511	1300796	-	CAF30870.1			Phosphoesterase, RecJ-like:RNA binding S1:OB-fold nucleic acid binding domain Related protein			MMP1314	2286	761	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1301117	1301650	-					korG		MMP1315	534		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1301117	1301650	-	CAF30871.1			2-oxoglutarate oxidoreductase gamma subunit	korG		MMP1315	534	177	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1301660	1302457	-					korB		MMP1316	798		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1301660	1302457	-	CAF30872.1			2-oxoglutarate oxidoreductase beta subunit	korB		MMP1316	798	265	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1302557	1303333	-							MMP1317	777		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1302557	1303333	-	CAF30873.1			conserved hypothetical protein			MMP1317	777	258	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1303479	1305104	-					lysS		MMP1318	1626		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1303479	1305104	-	CAF30874.1			Lysyl-tRNA synthetase	lysS		MMP1318	1626	541	
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1305284	1305357	-					tRNA-Cys1		RNA_28	74		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1305284	1305357	-				tRNA-Cys	tRNA-Cys1		RNA_28	74		
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1305759	1305846	+					tRNA-Ser2		RNA_16	88		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1305759	1305846	+				tRNA-Ser	tRNA-Ser2		RNA_16	88		
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1305905	1306354	+					rpsM		MMP1319	450		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1305905	1306354	+	CAF30875.1			SSU ribosomal protein S13	rpsM		MMP1319	450	149	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1306378	1306914	+							MMP1320	537		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1306378	1306914	+	CAF30876.1			SSU ribosomal protein S4P (S9E)			MMP1320	537	178	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1306924	1307298	+					rpsK		MMP1321	375		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1306924	1307298	+	CAF30877.1			SSU ribosomal protein S11	rpsK		MMP1321	375	124	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1307356	1307898	+					rpoD		MMP1322	543		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1307356	1307898	+	CAF30878.1			DNA-directed RNA polymerase, subunit D	rpoD		MMP1322	543	180	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1307955	1308317	+							MMP1323	363		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1307955	1308317	+	CAF30879.1			LSU Ribosomal protein L18E			MMP1323	363	120	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1308338	1308751	+							MMP1324	414		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1308338	1308751	+	CAF30880.1			LSU ribosomal protein L13P			MMP1324	414	137	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1308765	1309169	+					rpsI		MMP1325	405		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1308765	1309169	+	CAF30881.1			SSU ribosomal protein S9P	rpsI		MMP1325	405	134	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1309208	1309414	+					rpoN		MMP1326	207		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1309208	1309414	+	CAF30882.1			DNA-directed RNA polymerase, subunit N	rpoN		MMP1326	207	68	
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1309452	1309525	+					tRNA-Pro2		RNA_17	74		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1309452	1309525	+				tRNA-Pro	tRNA-Pro2		RNA_17	74		
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1309563	1309736	+					rpoK		MMP1327	174		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1309563	1309736	+	CAF30883.1			DNA-directed RNA polymerase, subunit K	rpoK		MMP1327	174	57	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1309768	1310703	+							MMP1328	936		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1309768	1310703	+	CAF30884.1			Enolase			MMP1328	936	311	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1310751	1310939	+							MMP1329	189		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1310751	1310939	+	CAF30885.1			ferredoxin			MMP1329	189	62	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1310965	1311231	-							MMP1330	267		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1310965	1311231	-	CAF30886.1			Hydrogenase expression/formation protein (HUPF/HYPC)			MMP1330	267	88	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1311328	1311801	-							MMP1331	474		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1311328	1311801	-	CAF30887.1			conserved hypothetical protein			MMP1331	474	157	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1311840	1312994	-							MMP1332	1155		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1311840	1312994	-	CAF30888.1			NAD binding site:FAD-dependent pyridine nucleotide-disulphide oxidoreductase			MMP1332	1155	384	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1313078	1314199	+					aroC		MMP1333	1122		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1313078	1314199	+	CAF30889.1			Chorismate synthase	aroC		MMP1333	1122	373	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1314582	1315736	+							MMP1334	1155		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1314582	1315736	+	CAF30890.1			Solute-binding protein/glutamate receptor:ATP/GTP-binding site motif A (P-loop):GTP-binding protein, HSR1-related:GTP-binding...			MMP1334	1155	384	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1315756	1316709	-							MMP1335	954		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1315756	1316709	-	CAF30891.1			Mevalonate kinase			MMP1335	954	317	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1316720	1318126	-					selB		MMP1336	1407		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1316720	1318126	-	CAF30892.1			Archaeal translation factor specialized for selenocysteine insertion	selB		MMP1336	1407	468	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1318233	1318715	+							MMP1337	483		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1318233	1318715	+	CAF30893.1			hydrogenase maturation protease, related			MMP1337	483	160	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1318845	1319039	+							MMP1338	195		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1318845	1319039	+	CAF30894.1			hypothetical protein			MMP1338	195	64	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1319058	1319852	-							MMP1339	795		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1319058	1319852	-	CAF30895.1			SAM (and some other nucleotide) binding motif			MMP1339	795	264	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1319955	1321073	+					mre11		MMP1340	1119		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1319955	1321073	+	CAF30896.1			DNA repair exonuclease of the SbcD/Mre11-family	mre11		MMP1340	1119	372	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1321087	1324068	+					rad50		MMP1341	2982		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1321087	1324068	+	CAF30897.1			DNA double-strand break repair rad50 ATPase	rad50		MMP1341	2982	993	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1324077	1324472	+							MMP1342	396		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1324077	1324472	+	CAF30898.1			conserved hypothetical protein			MMP1342	396	131	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1324489	1325289	-							MMP1343	801		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1324489	1325289	-	CAF30899.1			conserved hypothetical protein			MMP1343	801	266	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1325299	1325775	-							MMP1344	477		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1325299	1325775	-	CAF30900.1			hypothetical protein			MMP1344	477	158	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1325780	1326574	-							MMP1345	795		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1325780	1326574	-	CAF30901.1			undecaprenyl pyrophospahte synthetase related protein (Di-trans-poly-cis-decaprenylcistransferase)			MMP1345	795	264	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1326591	1327322	-							MMP1346	732		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1326591	1327322	-	CAF30902.1			Basic helix-loop-helix dimerization domain bHLH			MMP1346	732	243	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1327452	1327652	-					HMmB		MMP1347	201		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1327452	1327652	-	CAF30903.1			archaeal histone B	HMmB		MMP1347	201	66	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1327842	1328924	-							MMP1348	1083		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1327842	1328924	-	CAF30904.1			Conserved hypothetical protein			MMP1348	1083	360	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1328952	1329728	-							MMP1349	777		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1328952	1329728	-	CAF30905.1			NAD+ synthase related protein			MMP1349	777	258	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1329745	1331058	-							MMP1350	1314		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1329745	1331058	-	CAF30906.1			conserved hypothetical protein			MMP1350	1314	437	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1331065	1331550	-							MMP1351	486		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1331065	1331550	-	CAF30907.1						MMP1351	486	161	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1331721	1332509	-							MMP1352	789		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1331721	1332509	-	CAF30908.1			NAD binding site:TonB-dependent receptor protein:Thiamine biosynthesis Thi4 protein			MMP1352	789	262	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1332600	1333574	-							MMP1353	975		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1332600	1333574	-	CAF30909.1			conserved hypothetical protein			MMP1353	975	324	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1333713	1334864	+							MMP1354	1152		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1333713	1334864	+	CAF30910.1			Thiamine biosynthesis protein:THUMP domain			MMP1354	1152	383	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1334880	1335560	+							MMP1355	681		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1334880	1335560	+	CAF30911.1			Bacterial transferase hexapeptide repeat			MMP1355	681	226	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1335578	1336522	-							MMP1356	945		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1335578	1336522	-	CAF30912.1			conserved hypothetical protein			MMP1356	945	314	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1336529	1336783	-							MMP1357	255		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1336529	1336783	-	CAF30913.1			ThiamineS			MMP1357	255	84	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1336828	1337226	-							MMP1358	399		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1336828	1337226	-	CAF30914.1			ferredoxin			MMP1358	399	132	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1337240	1338781	-							MMP1359	1542		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1337240	1338781	-	CAF30915.1			conserved hypothetical protein			MMP1359	1542	513	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1339035	1339271	+					rpoH		MMP1360	237		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1339035	1339271	+	CAF30916.1			RNA polymerase H/23 kD subunit	rpoH		MMP1360	237	78	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1339353	1340852	+					rpoB2		MMP1361	1500		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1339353	1340852	+	CAF30917.1			DNA-directed RNA polymerase subunit B	rpoB2		MMP1361	1500	499	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1340896	1342731	+					rpoB1		MMP1362	1836		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1340896	1342731	+	CAF30918.1			Glycoside hydrolase, family 1:DNA-directed RNA polymerase, beta subunit:ATP/GTP-binding site motif A (P-loop)	rpoB1		MMP1362	1836	611	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1342783	1345452	+					rpoA1		MMP1363	2670		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1342783	1345452	+	CAF30919.1			RNA polymerase, alpha subunit	rpoA1		MMP1363	2670	889	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1345497	1346657	+					rpoA2		MMP1364	1161		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1345497	1346657	+	CAF30920.1			RNA polymerase, A/beta'/A' subunit	rpoA2		MMP1364	1161	386	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1346873	1347175	+							MMP1365	303		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1346873	1347175	+	CAF30921.1			Ribosomal protein L30E			MMP1365	303	100	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1347192	1347713	+							MMP1366	522		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1347192	1347713	+	CAF30922.1			KH domain:KH domain, type 1			MMP1366	522	173	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1347723	1348166	+					rpsL		MMP1367	444		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1347723	1348166	+	CAF30923.1			SSU ribosomal protein S12	rpsL		MMP1367	444	147	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1348200	1348766	+							MMP1368	567		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1348200	1348766	+	CAF30924.1			SSU ribosomal protein S7P			MMP1368	567	188	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1348868	1351051	+					aEF-2		MMP1369	2184		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1348868	1351051	+	CAF30925.1			translation elongation factor EF-2	aEF-2		MMP1369	2184	727	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1351135	1352421	+					aEF-1 alpha		MMP1370	1287		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1351135	1352421	+	CAF30926.1			translation elongation factor EF-1, subunit alpha	aEF-1 alpha		MMP1370	1287	428	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1352470	1352778	+					rpsJ		MMP1371	309		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1352470	1352778	+	CAF30927.1			SSU ribosomal protein S10	rpsJ		MMP1371	309	102	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1353065	1354378	+					manB		MMP1372	1314		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1353065	1354378	+	CAF30928.1			Phosphoglucomutase/phosphomannomutase	manB		MMP1372	1314	437	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1354441	1355526	-							MMP1373	1086		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1354441	1355526	-	CAF30929.1			conserved hypothetical archaeal protein			MMP1373	1086	361	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1355645	1356373	+					RNase HII		MMP1374	729		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1355645	1356373	+	CAF30930.1			Ribonuclease HII	RNase HII		MMP1374	729	242	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1356373	1357251	+							MMP1375	879		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1356373	1357251	+	CAF30931.1			SAM (and some other nucleotide) binding motif			MMP1375	879	292	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1357341	1357583	+							MMP1376	243		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1357341	1357583	+	CAF30932.1			conserved hypothetical protein			MMP1376	243	80	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1357616	1358683	+							MMP1377	1068		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1357616	1358683	+	CAF30933.1			conserved hypothetical protein			MMP1377	1068	355	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1358903	1359079	+							MMP1378	177		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1358903	1359079	+	CAF30934.1			hypothetical protein			MMP1378	177	58	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1359094	1359732	-					thyA		MMP1379	639		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1359094	1359732	-	CAF30935.1			Thymidylate synthase	thyA		MMP1379	639	212	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1359806	1360924	+							MMP1380	1119		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1359806	1360924	+	CAF30936.1			Chlorohydrolase			MMP1380	1119	372	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1360985	1362253	+							MMP1381	1269		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1360985	1362253	+	CAF30937.1			Beta-lactamase-like:ATP/GTP-binding site motif A (P-loop)			MMP1381	1269	422	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1362470	1363714	+					fruA		MMP1382	1245		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1362470	1363714	+	CAF30938.1			coenzyme F420-reducing hydrogenase subunit alpha	fruA		MMP1382	1245	414	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1363751	1364341	+					fruD		MMP1383	591		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1363751	1364341	+	CAF30939.1			coenzyme F420-reducing hydrogenase delta subunit	fruD		MMP1383	591	196	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1364356	1365042	+					fruG		MMP1384	687		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1364356	1365042	+	CAF30940.1			coenzyme F420-reducing hydrogenase subunit gamma	fruG		MMP1384	687	228	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1365076	1365924	+					fruB		MMP1385	849		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1365076	1365924	+	CAF30941.1			coenzyme F420-reducing hydrogenase subunit beta	fruB		MMP1385	849	282	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1366033	1367040	+							MMP1386	1008		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1366033	1367040	+	CAF30942.1			Conserved hypothetical protein 341			MMP1386	1008	335	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1367087	1367941	+							MMP1387	855		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1367087	1367941	+	CAF30943.1			Protein of unknown function DUF52			MMP1387	855	284	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1367987	1368232	-							MMP1388	246		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1367987	1368232	-	CAF30944.1			Redox-active disulfide protein 2			MMP1388	246	81	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1368288	1369436	-							MMP1389	1149		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1368288	1369436	-	CAF30945.1			conserved hypothetical protein			MMP1389	1149	382	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1369544	1369714	-							MMP1390	171		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1369544	1369714	-	CAF30946.1			conserved hypothetical archaeal protein			MMP1390	171	56	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1369848	1370894	-					asd		MMP1391	1047		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1369848	1370894	-	CAF30947.1			Aspartate-semialdehyde dehydrogenase	asd		MMP1391	1047	348	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1370973	1372415	-							MMP1392	1443		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1370973	1372415	-	CAF30948.1			Protein of unknown function UPF0027			MMP1392	1443	480	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1372554	1372970	+							MMP1393	417		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1372554	1372970	+	CAF30949.1			conserved hypothetical protein			MMP1393	417	138	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1372973	1373629	-					aroD		MMP1394	657		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1372973	1373629	-	CAF30950.1			3-dehydroquinate dehydratase (Type I DHQase)	aroD		MMP1394	657	218	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1373639	1375897	-							MMP1395	2259		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1373639	1375897	-	CAF30951.1			Helix-hairpin-helix motif:DEAD/DEAH box helicase:Helicase, C-terminal:Helix-hairpin-helix DNA-binding, class 1:ERCC4 domain			MMP1395	2259	752	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	1376054	1377358	-							MMP1396	1305		
