# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2918182	2918355	-						2793775	DVU2814	174		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2918182	2918355	-	YP_012026.1	WP_010940080.1		hypothetical protein		2793775	DVU2814	174	57	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2918385	2919995	-						2793776	DVU2815	1611		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2918385	2919995	-	YP_012027.1	WP_010940081.1		outer membrane efflux protein		2793776	DVU2815	1611	536	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2920010	2923222	-						2793777	DVU2816	3213		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2920010	2923222	-	YP_012028.1	WP_010940082.1		multidrug resistance protein		2793777	DVU2816	3213	1070	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2923238	2924491	-						2793778	DVU2817	1254		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2923238	2924491	-	YP_012029.1	WP_010940083.1		multidrug resistance protein		2793778	DVU2817	1254	417	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2924566	2924784	-						2793779	DVU2818	219		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2924566	2924784	-	YP_012030.1	WP_010940084.1		hypothetical protein		2793779	DVU2818	219	72	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2924948	2925556	+						2793780	DVU2819	609		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2924948	2925556	+	YP_012031.1	WP_010940085.1		TetR family transcriptional regulator		2793780	DVU2819	609	202	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2925744	2926580	-						2793781	DVU2820	837		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2925744	2926580	-	YP_012032.1	WP_010940086.1		amidohydrolase		2793781	DVU2820	837	278	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2926577	2926798	-						2793782	DVU2821	222		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2926577	2926798	-	YP_012033.1	WP_010940087.1		hypothetical protein		2793782	DVU2821	222	73	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2927266	2928276	+						2793783	DVU2822	1011		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2927266	2928276	+	YP_012034.1	WP_010940088.1		TRAP dicarboxylate family transporter subunit DctP		2793783	DVU2822	1011	336	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2928486	2930261	+						2793784	DVU2823	1776		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2928486	2930261	+	YP_012035.1	WP_010940089.1		TRAP transporter subunit DctMQ		2793784	DVU2823	1776	591	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2930367	2932853	+						2793785	DVU2824	2487		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2930367	2932853	+	YP_012036.1	WP_010940090.1		formate acetyltransferase		2793785	DVU2824	2487	828	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2933030	2933953	+						2796379	DVU2825	924		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2933030	2933953	+	YP_012037.1	WP_010940091.1		pyruvate formate-lyase 1 activating enzyme		2796379	DVU2825	924	307	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2934002	2934358	+						2796380	DVU2826	357		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2934002	2934358	+	YP_012038.1	WP_010940092.1		hypothetical protein		2796380	DVU2826	357	118	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2934393	2935814	+						2796381	DVU2827	1422		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2934393	2935814	+	YP_012039.1	WP_010940093.1		sigma-54 dependent transcriptional regulator		2796381	DVU2827	1422	473	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2936472	2937656	+						2796382	DVU2828	1185		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2936472	2937656	+	YP_012040.1	WP_010940094.1		phage integrase site specific recombinase		2796382	DVU2828	1185	394	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2937658	2937900	-						2796383	DVU2829	243		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2937658	2937900	-	YP_012041.1	WP_010940095.1		hypothetical protein		2796383	DVU2829	243	80	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2937965	2938330	-						2796384	DVU2830	366		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2937965	2938330	-	YP_012042.1	WP_010940096.1		hypothetical protein		2796384	DVU2830	366	121	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2938713	2938907	-						2796385	DVU2831	195		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2938713	2938907	-	YP_012043.1	WP_010940097.1		hypothetical protein		2796385	DVU2831	195	64	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2938894	2939355	-						2796386	DVU2832	462		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2938894	2939355	-	YP_012044.1	WP_010940098.1		transcriptional regulator cII		2796386	DVU2832	462	153	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2939513	2939842	+						2796387	DVU2833	330		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2939513	2939842	+	YP_012045.1	WP_010940099.1		hypothetical protein		2796387	DVU2833	330	109	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2939832	2940170	-						2796388	DVU2834	339		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2939832	2940170	-	YP_012046.1	WP_010940100.1		hypothetical protein		2796388	DVU2834	339	112	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2940240	2940512	-						2796389	DVU2835	273		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2940240	2940512	-	YP_012047.1	WP_010940101.1		transcriptional regulator		2796389	DVU2835	273	90	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2940609	2941055	+						2796390	DVU2836	447		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2940609	2941055	+	YP_012048.1	WP_010940102.1		hypothetical protein		2796390	DVU2836	447	148	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2941168	2942241	+						2796391	DVU2837	1074		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2941168	2942241	+	YP_012049.1	WP_010940103.1		hypothetical protein		2796391	DVU2837	1074	357	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2942313	2943650	+						2796392	DVU2838	1338		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2942313	2943650	+	YP_012050.1	WP_010940104.1		hypothetical protein		2796392	DVU2838	1338	445	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2943651	2944175	+						2796393	DVU2839	525		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2943651	2944175	+	YP_012051.1	WP_010940105.1		hypothetical protein		2796393	DVU2839	525	174	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2944284	2944985	-						2796394	DVU2840	702		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2944284	2944985	-	YP_012052.1	WP_010940106.1		hypothetical protein		2796394	DVU2840	702	233	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2944985	2946184	-						2796395	DVU2841	1200		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2944985	2946184	-	YP_012053.1	WP_010940107.1		type II restriction endonuclease		2796395	DVU2841	1200	399	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2946324	2947400	+						2796396	DVU2842	1077		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2946324	2947400	+	YP_012054.1	WP_010940108.1		type II DNA modification methyltransferase		2796396	DVU2842	1077	358	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2947409	2947819	+						2796397	DVU2843	411		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2947409	2947819	+	YP_012055.1	WP_010940109.1		DNA mismatch endonuclease Vsr		2796397	DVU2843	411	136	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2947836	2948699	+						2795579	DVU2844	864		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2947836	2948699	+	YP_012056.1	WP_010940110.1		hypothetical protein		2795579	DVU2844	864	287	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2948707	2949135	+						2795580	DVU2845	429		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2948707	2949135	+	YP_012057.1	WP_010940111.1		HIT family protein		2795580	DVU2845	429	142	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2949141	2949314	+						2795581	DVU2846	174		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2949141	2949314	+	YP_012058.1	WP_010940112.1		hypothetical protein		2795581	DVU2846	174	57	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2949441	2949770	-						2795582	DVU2847	330		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2949441	2949770	-	YP_012059.1	WP_010940113.1		hypothetical protein		2795582	DVU2847	330	109	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2949782	2950321	-						2795583	DVU2848	540		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2949782	2950321	-	YP_012060.1	WP_010940114.1		tail fiber assembly protein		2795583	DVU2848	540	179	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2950331	2951146	-						2795584	DVU2849	816		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2950331	2951146	-	YP_012061.1	WP_010940115.1		tail fiber protein		2795584	DVU2849	816	271	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2951139	2951765	-						2795585	DVU2850	627		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2951139	2951765	-	YP_012062.1	WP_010940116.1		tail protein		2795585	DVU2850	627	208	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2951774	2952835	-						2795586	DVU2851	1062		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2951774	2952835	-	YP_012063.1	WP_010940117.1		tail protein		2795586	DVU2851	1062	353	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2952844	2953320	-						2795587	DVU2852	477		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2952844	2953320	-	YP_012064.1	WP_010940118.1		tail protein		2795587	DVU2852	477	158	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2953322	2953960	-						2795588	DVU2853	639		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2953322	2953960	-	YP_012065.1	WP_010940119.1		phage baseplate assembly protein V		2795588	DVU2853	639	212	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2953962	2955095	-						2795589	DVU2854	1134		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2953962	2955095	-	YP_012066.1	WP_010940120.1		tail protein		2795589	DVU2854	1134	377	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2955218	2956417	-						2795590	DVU2855	1200		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2955218	2956417	-	YP_012067.1	WP_010940121.1		tail/DNA circulation protein		2795590	DVU2855	1200	399	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2956426	2957916	-						2795591	DVU2856	1491		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2956426	2957916	-	YP_012068.1	WP_010940122.1		hypothetical protein		2795591	DVU2856	1491	496	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2958116	2958376	-						2795592	DVU2857	261		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2958116	2958376	-	YP_012069.1	WP_010940123.1		hypothetical protein		2795592	DVU2857	261	86	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2958376	2958741	-						2795593	DVU2858	366		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2958376	2958741	-	YP_012070.1	WP_010937521.1		tail tube protein		2795593	DVU2858	366	121	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2958791	2960254	-						2795594	DVU2859	1464		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2958791	2960254	-	YP_012071.1	WP_010940124.1		tail sheath protein		2795594	DVU2859	1464	487	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2960258	2960449	-						2795595	DVU2860	192		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2960258	2960449	-	YP_012072.1	WP_010937519.1		hypothetical protein		2795595	DVU2860	192	63	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2960433	2960990	-						2795596	DVU2861	558		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2960433	2960990	-	YP_012073.1	WP_010940125.1		hypothetical protein		2795596	DVU2861	558	185	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2960987	2961313	-						2795597	DVU2862	327		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2960987	2961313	-	YP_012074.1	WP_010937517.1		hypothetical protein		2795597	DVU2862	327	108	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2961310	2961903	-						2795598	DVU2863	594		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2961310	2961903	-	YP_012075.1	WP_010937516.1		hypothetical protein		2795598	DVU2863	594	197	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2961906	2962049	-						2795599	DVU2864	144		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2961906	2962049	-	YP_012076.1	WP_010940126.1		hypothetical protein		2795599	DVU2864	144	47	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2962066	2962476	-						2795529	DVU2865	411		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2962066	2962476	-	YP_012077.1	WP_010940127.1		lipoprotein		2795529	DVU2865	411	136	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2962494	2963042	-						2795530	DVU2866	549		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2962494	2963042	-	YP_012078.1	WP_010940128.1		hypothetical protein		2795530	DVU2866	549	182	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2963063	2963551	-						2795531	DVU2867	489		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2963063	2963551	-	YP_012079.1	WP_010940129.1		holin		2795531	DVU2867	489	162	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2963554	2963901	-						2795532	DVU2868	348		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2963554	2963901	-	YP_012080.1	WP_010940130.1		hypothetical protein		2795532	DVU2868	348	115	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2963910	2964914	-						2795533	DVU2869	1005		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2963910	2964914	-	YP_012081.1	WP_010937510.1		major head protein		2795533	DVU2869	1005	334	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2964926	2965309	-						2795534	DVU2870	384		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2964926	2965309	-	YP_012082.1	WP_010937509.1		hypothetical protein		2795534	DVU2870	384	127	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2965319	2966638	-						2795535	DVU2871	1320		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2965319	2966638	-	YP_012083.1	WP_010940131.1		minor capsid protein C		2795535	DVU2871	1320	439	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2966622	2968322	-						2795536	DVU2872	1701		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2966622	2968322	-	YP_012084.1	WP_010940132.1		lambda family phage portal protein		2795536	DVU2872	1701	566	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2968326	2968601	-						2795537	DVU2873	276		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2968326	2968601	-	YP_012085.1	WP_010940133.1		hypothetical protein		2795537	DVU2873	276	91	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2968828	2969256	-						2795538	DVU2874	429		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2968828	2969256	-	YP_012086.1	WP_010940134.1		hypothetical protein		2795538	DVU2874	429	142	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2969249	2969467	-						2795539	DVU2875	219		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2969249	2969467	-	YP_012087.1	WP_010940135.1		DNA-binding protein		2795539	DVU2875	219	72	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2969464	2971350	-						2795540	DVU2876	1887		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2969464	2971350	-	YP_012088.1	WP_010940136.1		terminase large subunit		2795540	DVU2876	1887	628	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2971442	2972164	-						2795541	DVU2877	723		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2971442	2972164	-	YP_012089.1	WP_010940137.1		hypothetical protein		2795541	DVU2877	723	240	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2972157	2973515	-						2795542	DVU2878	1359		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2972157	2973515	-	YP_012090.1	WP_010940138.1		adenine specific DNA methyltransferase		2795542	DVU2878	1359	452	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2973642	2975198	-						2795543	DVU2879	1557		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2973642	2975198	-	YP_012091.1	WP_010940139.1		hypothetical protein		2795543	DVU2879	1557	518	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2975256	2975384	+						2795544	DVU2880	129		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2975256	2975384	+	YP_012092.1	WP_010940140.1		hypothetical protein		2795544	DVU2880	129	42	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2975465	2977150	-						2795545	DVU2881	1686		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2975465	2977150	-	YP_012093.1	WP_010940141.1		P4 family phage/plasmid primase		2795545	DVU2881	1686	561	
gene	tRNA	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2977658	2977734	-						2795546	DVU_tRNA-Arg-5	77		
tRNA		GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2977658	2977734	-				tRNA-Arg		2795546	DVU_tRNA-Arg-5	77		
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2978219	2979715	+					folC	2795547	DVU2882	1497		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2978219	2979715	+	YP_012094.1	WP_010940142.1		folylpolyglutamate synthase	folC	2795547	DVU2882	1497	498	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2979887	2981296	+					selA	2795548	DVU2883	1410		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2979887	2981296	+	YP_012095.1	WP_010940143.1		selenocysteine synthase	selA	2795548	DVU2883	1410	469	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2981355	2982758	+						2795549	DVU2884	1404		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2981355	2982758	+	YP_012096.1	WP_010940144.1		aminopeptidase 1		2795549	DVU2884	1404	467	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2982927	2984120	+						2793915	DVU2885	1194		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2982927	2984120	+	YP_012097.1	WP_010940145.1		iron-containing alcohol dehydrogenase		2793915	DVU2885	1194	397	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2984227	2985066	+						2793916	DVU2886	840		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2984227	2985066	+	YP_012098.1	WP_010940146.1		AraC family transcriptional regulator		2793916	DVU2886	840	279	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2985317	2986285	+						2793917	DVU2887	969		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2985317	2986285	+	YP_012099.1	WP_010940147.1		hypothetical protein		2793917	DVU2887	969	322	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2986467	2987294	-						2793918	DVU2888	828		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2986467	2987294	-	YP_012100.1	WP_010940148.1		cobalt ABC transporter ATP-binding protein		2793918	DVU2888	828	275	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2987291	2987839	-						2793919	DVU2889	549		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2987291	2987839	-	YP_012101.1	WP_010940149.1		BioY family protein		2793919	DVU2889	549	182	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2987858	2988736	+						2793920	DVU2890	879		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2987858	2988736	+	YP_012102.1	WP_010940150.1		hypothetical protein		2793920	DVU2890	879	292	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2988755	2989174	+					nikR	2793921	DVU2891	420		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2988755	2989174	+	YP_012103.1	WP_010940151.1		nickel responsive regulator	nikR	2793921	DVU2891	420	139	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2989179	2989979	+						2793922	DVU2892	801		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2989179	2989979	+	YP_012104.2	WP_010940152.1		GTP cyclohydrolase		2793922	DVU2892	801	266	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2990027	2990404	+						2793923	DVU2893	378		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2990027	2990404	+	YP_012105.1	WP_010940153.1		flagellar basal-body rod protein		2793923	DVU2893	378	125	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2990682	2991731	+						2793924	DVU2894	1050		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2990682	2991731	+	YP_012106.1	WP_010940154.1		sigma-54 dependent transcriptional regulator		2793924	DVU2894	1050	349	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2991759	2992061	+						2793925	DVU2895	303		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2991759	2992061	+	YP_012107.1	WP_010940155.1		hypothetical protein		2793925	DVU2895	303	100	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2992043	2995273	+						2793926	DVU2896	3231		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2992043	2995273	+	YP_012108.1	WP_010940156.1		hypothetical protein		2793926	DVU2896	3231	1076	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2995616	2996605	+						2793927	DVU2897	990		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2995616	2996605	+	YP_012109.1	WP_010940157.1		hypothetical protein		2793927	DVU2897	990	329	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2996736	2997737	+						2793928	DVU2898	1002		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2996736	2997737	+	YP_012110.1	WP_010940158.1		hypothetical protein		2793928	DVU2898	1002	333	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2998122	2998982	-						2793929	DVU2899	861		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2998122	2998982	-	YP_012111.1	WP_010940159.1		hypothetical protein		2793929	DVU2899	861	286	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2999180	3000379	+						2793930	DVU2900	1200		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	2999180	3000379	+	YP_012112.1	WP_010940160.1		amidohydrolase		2793930	DVU2900	1200	399	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	3000393	3001346	+					pyrB	2793931	DVU2901	954		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	3000393	3001346	+	YP_012113.1	WP_010940161.1		aspartate carbamoyltransferase catalytic subunit	pyrB	2793931	DVU2901	954	317	
